trade_date,symbol,source_panel,recommendation_eligibility_status,actionability_status,actionability_blocked,blocked_reason_codes,warning_propagation_codes,source_risk_severity,risk_severity,risk_state,source_risk_tag,panel_contract_status,source_provider,forward_return_1d,forward_return_5d,forward_return_20d,benchmark_excess_return_1d,benchmark_excess_return_5d,benchmark_excess_return_20d,label_ready_1d,label_ready_5d,label_ready_20d,no_lookahead_alignment_status,evaluation_status,warning_codes,review_only,non_actionable_disclaimer
2025-11-19,000001.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0042372881,-0.0093220339,-0.0228813559,0.0093249981,0.0060794917,-0.0210468607,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000002.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0231023102,-0.0280528053,-0.1815181518,0.0281900202,-0.0126512796,-0.1796836566,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000063.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0025451769,0.0427589717,-0.0593026215,0.0025425331,0.0581604974,-0.0574681263,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000100.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0071599045,-0.0262529833,0.1145584726,-0.0020721946,-0.0108514576,0.1163929677,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000157.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0074534161,0.0124223602,0.0496894410,-0.0023657062,0.0278238859,0.0515239362,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000166.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0056390977,-0.0338345865,-0.0037593985,0.0107268077,-0.0184330608,-0.0019249033,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000333.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0069767442,0.0310077519,0.0396640827,0.0120644542,0.0464092776,0.0414985779,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000338.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0029069767,-0.0174418605,0.0215116279,0.0021807332,-0.0020403348,0.0233461231,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000425.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0128078818,0.0374384236,0.0926108374,0.0178955917,0.0528399493,0.0944453326,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000538.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0063829787,-0.0074468085,-0.0035460993,-0.0012952687,0.0079547171,-0.0017116041,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
